DataFieldName,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
cash,6000000000.0,6531809680.574778,6583875434.729428,6465202366.463928,6710131281.445084,6572506585.125405,6290211757.929663,6918017444.697578,6883712662.553187,7174684337.063997
cashPercentOfCurrentAssets,1.5,1.6329524201436945,1.645968858682357,1.616300591615982,1.677532820361271,1.6431266462813514,1.5725529394824158,1.7295043611743945,1.7209281656382969,1.7936710842659993
receivables,6000000000.0,6531809680.574778,6583875434.729428,6465202366.463928,6710131281.445084,6572506585.125405,6290211757.929663,6918017444.697578,6883712662.553187,7174684337.063997
receivablesPercentOfCurrentAssets,1.5,1.6329524201436945,1.645968858682357,1.616300591615982,1.677532820361271,1.6431266462813514,1.5725529394824158,1.7295043611743945,1.7209281656382969,1.7936710842659993
prepaidExpenses,6000000000.0,6531809680.574778,6583875434.729428,6465202366.463928,6710131281.445084,6572506585.125405,6290211757.929663,6918017444.697578,6883712662.553187,7174684337.063997
prepaidExpensesPercentOfCurrentAssets,1.5,1.6329524201436945,1.645968858682357,1.616300591615982,1.677532820361271,1.6431266462813514,1.5725529394824158,1.7295043611743945,1.7209281656382969,1.7936710842659993
inventory,6000000000.0,6531809680.574778,6583875434.729428,6465202366.463928,6710131281.445084,6572506585.125405,6290211757.929663,6918017444.697578,6883712662.553187,7174684337.063997
inventoryPercentOfCurrentAssets,1.5,1.6329524201436945,1.645968858682357,1.616300591615982,1.677532820361271,1.6431266462813514,1.5725529394824158,1.7295043611743945,1.7209281656382969,1.7936710842659993
currentAssets,24000000000.0,26127238722.29911,26335501738.917713,25860809465.855713,26840525125.780334,26290026340.50162,25160847031.71865,27672069778.790314,27534850650.21275,28698737348.25599
currentAssetsPercentOfTotaltAssets,2.4000000000000004,2.6127238722299113,2.6335501738917717,2.5860809465855716,2.6840525125780337,2.6290026340501624,2.5160847031718654,2.7672069778790314,2.753485065021275,2.869873734825599
propertyPlantEquipment,18000000000.0,19595429041.724335,19751626304.188286,19395607099.391785,20130393844.33525,19717519755.376217,18870635273.78899,20754052334.092735,20651137987.65956,21524053011.19199
propertyPlantEquipmentPercentOfTotaltAssets,1.7999999999999998,1.9595429041724333,1.9751626304188286,1.9395607099391785,2.013039384433525,1.9717519755376216,1.8870635273788987,2.075405233409273,2.065113798765956,2.152405301119199
intangibleAssets,6000000000.0,6531809680.574778,6583875434.729428,6465202366.463928,6710131281.445084,6572506585.125405,6290211757.929663,6918017444.697578,6883712662.553187,7174684337.063997
intangibleAssetsPercentOfTotaltAssets,0.6000000000000001,0.6531809680574778,0.6583875434729429,0.6465202366463929,0.6710131281445084,0.6572506585125406,0.6290211757929663,0.6918017444697578,0.6883712662553187,0.7174684337063998
goodwill,6000000000.0,6531809680.574778,6583875434.729428,6465202366.463928,6710131281.445084,6572506585.125405,6290211757.929663,6918017444.697578,6883712662.553187,7174684337.063997
goodwillPercentOfTotaltAssets,0.6000000000000001,0.6531809680574778,0.6583875434729429,0.6465202366463929,0.6710131281445084,0.6572506585125406,0.6290211757929663,0.6918017444697578,0.6883712662553187,0.7174684337063998
longtermReceivables,6000000000.0,6531809680.574778,6583875434.729428,6465202366.463928,6710131281.445084,6572506585.125405,6290211757.929663,6918017444.697578,6883712662.553187,7174684337.063997
longtermReceivablesPercentOfTotaltAssets,0.6000000000000001,0.6531809680574778,0.6583875434729429,0.6465202366463929,0.6710131281445084,0.6572506585125406,0.6290211757929663,0.6918017444697578,0.6883712662553187,0.7174684337063998
totalAssets,60000000000.0,65318096805.74778,65838754347.29429,64652023664.63928,67101312814.450836,65725065851.25406,62902117579.29663,69180174446.97578,68837126625.53188,71746843370.63998
shorttermBorrowing,6000000000.0,6531809680.574778,6583875434.729428,6465202366.463928,6710131281.445084,6572506585.125405,6290211757.929663,6918017444.697578,6883712662.553187,7174684337.063997
shorttermBorrowingPercentOfCurrentLiabilities,0.6000000000000001,0.6531809680574778,0.6583875434729429,0.6465202366463929,0.6710131281445084,0.6572506585125406,0.6290211757929663,0.6918017444697578,0.6883712662553187,0.7174684337063998
accountsPayable,9000000000.0,9797714520.862167,9875813152.094143,9697803549.695892,10065196922.167625,9858759877.688108,9435317636.894495,10377026167.046368,10325568993.82978,10762026505.595995
accountsPayablePercentOfCurrentLiabilities,3.0,3.265904840287389,3.291937717364714,3.232601183231964,3.355065640722542,3.286253292562703,3.1451058789648316,3.459008722348789,3.4418563312765937,3.5873421685319986
accuredExpenses,9000000000.0,9797714520.862167,9875813152.094143,9697803549.695892,10065196922.167625,9858759877.688108,9435317636.894495,10377026167.046368,10325568993.82978,10762026505.595995
accuredExpensesPercentOfCurrentLiabilities,3.0,3.265904840287389,3.291937717364714,3.232601183231964,3.355065640722542,3.286253292562703,3.1451058789648316,3.459008722348789,3.4418563312765937,3.5873421685319986
currentLiabilities,18000000000.0,19595429041.724335,19751626304.188286,19395607099.391785,20130393844.33525,19717519755.376217,18870635273.78899,20754052334.092735,20651137987.65956,21524053011.19199
currentLiabilitiesPercentOfTotalLiabilities,3.5999999999999996,3.9190858083448665,3.950325260837657,3.879121419878357,4.02607876886705,3.943503951075243,3.7741270547577974,4.150810466818546,4.130227597531912,4.304810602238398
longtermDebt,6000000000.0,6531809680.574778,6583875434.729428,6465202366.463928,6710131281.445084,6572506585.125405,6290211757.929663,6918017444.697578,6883712662.553187,7174684337.063997
longtermDebtPercentOfTotalLiabilities,1.2000000000000002,1.3063619361149557,1.3167750869458859,1.2930404732927858,1.3420262562890168,1.3145013170250812,1.2580423515859327,1.3836034889395157,1.3767425325106375,1.4349368674127996
longtermLiability,6000000000.0,6531809680.574778,6583875434.729428,6465202366.463928,6710131281.445084,6572506585.125405,6290211757.929663,6918017444.697578,6883712662.553187,7174684337.063997
longtermLiabilityPercentOfTotalLiabilities,1.2000000000000002,1.3063619361149557,1.3167750869458859,1.2930404732927858,1.3420262562890168,1.3145013170250812,1.2580423515859327,1.3836034889395157,1.3767425325106375,1.4349368674127996
TotalLiabilities,30000000000.0,32659048402.87389,32919377173.647144,32326011832.31964,33550656407.225418,32862532925.62703,31451058789.648315,34590087223.48789,34418563312.76594,35873421685.31999
TotalLiabilitiesPercentOfTotalAssets,3.0,3.265904840287389,3.291937717364714,3.232601183231964,3.355065640722542,3.286253292562703,3.1451058789648316,3.459008722348789,3.4418563312765937,3.5873421685319986
equity,30000000000.0,32659048402.87389,32919377173.647144,32326011832.31964,33550656407.225418,32862532925.62703,31451058789.648315,34590087223.48789,34418563312.76594,35873421685.31999
equityPercentOfTotalAssets,3.0,3.265904840287389,3.291937717364714,3.232601183231964,3.355065640722542,3.286253292562703,3.1451058789648316,3.459008722348789,3.4418563312765937,3.5873421685319986
revenue,6000000000.0,6531809680.574778,6583875434.729428,6465202366.463928,6710131281.445084,6572506585.125405,6290211757.929663,6918017444.697578,6883712662.553187,7174684337.063997
costOfGoodsAndServices,2400000000.0,2612723872.2299113,2633550173.891772,2586080946.585572,2684052512.578034,2629002634.050163,2516084703.1718655,2767206977.8790317,2753485065.0212755,2869873734.8255997
costOfGoodsAndServicesPercentOfRevenue,2.4000000000000004,2.6127238722299113,2.6335501738917717,2.5860809465855716,2.6840525125780337,2.6290026340501624,2.5160847031718654,2.7672069778790314,2.753485065021275,2.869873734825599
grossMargin,3600000000.0,3919085808.3448668,3950325260.8376575,3879121419.8783574,4026078768.8670506,3943503951.075244,3774127054.757798,4150810466.8185472,4130227597.531913,4304810602.238399
grossMarginPercentOfRevenue,3.5999999999999996,3.9190858083448665,3.950325260837657,3.879121419878357,4.02607876886705,3.943503951075243,3.7741270547577974,4.150810466818546,4.130227597531912,4.304810602238398
sellingGeneralAdministrative,1200000000.0,1306361936.1149557,1316775086.945886,1293040473.292786,1342026256.289017,1314501317.0250814,1258042351.5859327,1383603488.9395158,1376742532.5106378,1434936867.4127998
sellingGeneralAdministrativePercentOfRevenue,1.2000000000000002,1.3063619361149557,1.3167750869458859,1.2930404732927858,1.3420262562890168,1.3145013170250812,1.2580423515859327,1.3836034889395157,1.3767425325106375,1.4349368674127996
researchAndDevelopment,600000000.0,653180968.0574778,658387543.472943,646520236.646393,671013128.1445085,657250658.5125407,629021175.7929664,691801744.4697579,688371266.2553189,717468433.7063999
researchAndDevelopmentPercentOfRevenue,0.6000000000000001,0.6531809680574778,0.6583875434729429,0.6465202366463929,0.6710131281445084,0.6572506585125406,0.6290211757929663,0.6918017444697578,0.6883712662553187,0.7174684337063998
operatingExpenseOther,300000000.0,326590484.0287389,329193771.7364715,323260118.3231965,335506564.07225424,328625329.25627035,314510587.8964832,345900872.23487896,344185633.12765944,358734216.85319996
operatingExpenseOtherPercentOfRevenue,0.30000000000000004,0.3265904840287389,0.32919377173647146,0.32326011832319645,0.3355065640722542,0.3286253292562703,0.3145105878964832,0.3459008722348789,0.3441856331276594,0.3587342168531999
operatingMargin,1500000000.0,1632952420.1436944,1645968858.682357,1616300591.615982,1677532820.361271,1643126646.2813513,1572552939.4824157,1729504361.1743946,1720928165.6382968,1793671084.2659993
operatingMarginPercentOfRevenue,1.5,1.6329524201436945,1.645968858682357,1.616300591615982,1.677532820361271,1.6431266462813514,1.5725529394824158,1.7295043611743945,1.7209281656382969,1.7936710842659993
interest,300000000.0,326590484.0287389,329193771.7364715,323260118.3231965,335506564.07225424,328625329.25627035,314510587.8964832,345900872.23487896,344185633.12765944,358734216.85319996
