DataFieldName,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
cash,7000000000.0,7649171073.069821,7792468943.3938055,8548768178.335034,8400550601.399036,8717268594.576488,8306297497.7479725,8616683788.416159,8341507815.868431,9010950550.050255
cashPercentOfCurrentAssets,1.75,1.9122927682674553,1.9481172358484513,2.1371920445837587,2.100137650349759,2.179317148644122,2.0765743744369933,2.15417094710404,2.085376953967108,2.2527376375125643
receivables,7000000000.0,7649171073.069821,7792468943.3938055,8548768178.335034,8400550601.399036,8717268594.576488,8306297497.7479725,8616683788.416159,8341507815.868431,9010950550.050255
receivablesPercentOfCurrentAssets,1.75,1.9122927682674553,1.9481172358484513,2.1371920445837587,2.100137650349759,2.179317148644122,2.0765743744369933,2.15417094710404,2.085376953967108,2.2527376375125643
prepaidExpenses,7000000000.0,7649171073.069821,7792468943.3938055,8548768178.335034,8400550601.399036,8717268594.576488,8306297497.7479725,8616683788.416159,8341507815.868431,9010950550.050255
prepaidExpensesPercentOfCurrentAssets,1.75,1.9122927682674553,1.9481172358484513,2.1371920445837587,2.100137650349759,2.179317148644122,2.0765743744369933,2.15417094710404,2.085376953967108,2.2527376375125643
inventory,7000000000.0,7649171073.069821,7792468943.3938055,8548768178.335034,8400550601.399036,8717268594.576488,8306297497.7479725,8616683788.416159,8341507815.868431,9010950550.050255
inventoryPercentOfCurrentAssets,1.75,1.9122927682674553,1.9481172358484513,2.1371920445837587,2.100137650349759,2.179317148644122,2.0765743744369933,2.15417094710404,2.085376953967108,2.2527376375125643
currentAssets,28000000000.0,30596684292.279285,31169875773.575222,34195072713.340137,33602202405.596146,34869074378.305954,33225189990.99189,34466735153.664635,33366031263.473724,36043802200.20102
currentAssetsPercentOfTotaltAssets,2.8000000000000003,3.0596684292279286,3.116987577357522,3.4195072713340138,3.3602202405596144,3.4869074378305958,3.3225189990991892,3.446673515366464,3.3366031263473728,3.6043802200201025
propertyPlantEquipment,21000000000.0,22947513219.20946,23377406830.181416,25646304535.0051,25201651804.197105,26151805783.729465,24918892493.24392,25850051365.248478,25024523447.605297,27032851650.15077
propertyPlantEquipmentPercentOfTotaltAssets,2.1,2.2947513219209466,2.3377406830181418,2.56463045350051,2.5201651804197107,2.6151805783729465,2.491889249324392,2.5850051365248476,2.5024523447605294,2.7032851650150764
intangibleAssets,7000000000.0,7649171073.069821,7792468943.3938055,8548768178.335034,8400550601.399036,8717268594.576488,8306297497.7479725,8616683788.416159,8341507815.868431,9010950550.050255
