DataFieldName,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
cash,6000000000.0,6804569400.456307,7485268127.9129305,8051973238.675753,7902895424.76733,8104959004.146582,8879627114.17453,9171301444.595139,10266470587.62801,11003868660.069727
cashPercentOfCurrentAssets,1.5,1.7011423501140768,1.8713170319782324,2.012993309668938,1.9757238561918322,2.026239751036645,2.219906778543632,2.292825361148784,2.5666176469070017,2.750967165017431
receivables,6000000000.0,6804569400.456307,7485268127.9129305,8051973238.675753,7902895424.76733,8104959004.146582,8879627114.17453,9171301444.595139,10266470587.62801,11003868660.069727
receivablesPercentOfCurrentAssets,1.5,1.7011423501140768,1.8713170319782324,2.012993309668938,1.9757238561918322,2.026239751036645,2.219906778543632,2.292825361148784,2.5666176469070017,2.750967165017431
prepaidExpenses,6000000000.0,6804569400.456307,7485268127.9129305,8051973238.675753,7902895424.76733,8104959004.146582,8879627114.17453,9171301444.595139,10266470587.62801,11003868660.069727
prepaidExpensesPercentOfCurrentAssets,1.5,1.7011423501140768,1.8713170319782324,2.012993309668938,1.9757238561918322,2.026239751036645,2.219906778543632,2.292825361148784,2.5666176469070017,2.750967165017431
inventory,6000000000.0,6804569400.456307,7485268127.9129305,8051973238.675753,7902895424.76733,8104959004.146582,8879627114.17453,9171301444.595139,10266470587.62801,11003868660.069727
inventoryPercentOfCurrentAssets,1.5,1.7011423501140768,1.8713170319782324,2.012993309668938,1.9757238561918322,2.026239751036645,2.219906778543632,2.292825361148784,2.5666176469070017,2.750967165017431
currentAssets,24000000000.0,27218277601.82523,29941072511.651722,32207892954.70301,31611581699.06932,32419836016.586327,35518508456.69812,36685205778.380554,41065882350.51204,44015474640.27891
currentAssetsPercentOfTotaltAssets,2.4000000000000004,2.7218277601825234,2.9941072511651723,3.220789295470301,3.161158169906932,3.2419836016586325,3.551850845669812,3.6685205778380547,4.106588235051203,4.40154746402789
propertyPlantEquipment,18000000000.0,20413708201.368923,22455804383.738792,24155919716.027256,23708686274.301987,24314877012.43974,26638881342.523582,27513904333.785404,30799411762.884018,33011605980.20917
propertyPlantEquipmentPercentOfTotaltAssets,1.7999999999999998,2.041370820136892,2.2455804383738784,2.415591971602725,2.370868627430198,2.4314877012439737,2.663888134252358,2.7513904333785404,3.0799411762884015,3.3011605980209167
intangibleAssets,6000000000.0,6804569400.456307,7485268127.9129305,8051973238.675753,7902895424.76733,8104959004.146582,8879627114.17453,9171301444.595139,10266470587.62801,11003868660.069727
intangibleAssetsPercentOfTotaltAssets,0.6000000000000001,0.6804569400456308,0.7485268127912931,0.8051973238675753,0.790289542476733,0.8104959004146581,0.887962711417453,0.9171301444595137,1.0266470587628007,1.1003868660069724
