DataFieldName,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
cash,6000000000.0,6100419122.041226,6422632896.972489,6289332878.95345,6303738260.966909,7078946972.049009,7007064812.184747,7303383770.938638,7837825731.564595,7872824954.928872
cashPercentOfCurrentAssets,1.5,1.5251047805103064,1.605658224243122,1.5723332197383624,1.5759345652417271,1.7697367430122521,1.7517662030461865,1.8258459427346592,1.9594564328911486,1.968206238732218
receivables,6000000000.0,6100419122.041226,6422632896.972489,6289332878.95345,6303738260.966909,7078946972.049009,7007064812.184747,7303383770.938638,7837825731.564595,7872824954.928872
receivablesPercentOfCurrentAssets,1.5,1.5251047805103064,1.605658224243122,1.5723332197383624,1.5759345652417271,1.7697367430122521,1.7517662030461865,1.8258459427346592,1.9594564328911486,1.968206238732218
prepaidExpenses,6000000000.0,6100419122.041226,6422632896.972489,6289332878.95345,6303738260.966909,7078946972.049009,7007064812.184747,7303383770.938638,7837825731.564595,7872824954.928872
prepaidExpensesPercentOfCurrentAssets,1.5,1.5251047805103064,1.605658224243122,1.5723332197383624,1.5759345652417271,1.7697367430122521,1.7517662030461865,1.8258459427346592,1.9594564328911486,1.968206238732218
inventory,6000000000.0,6100419122.041226,6422632896.972489,6289332878.95345,6303738260.966909,7078946972.049009,7007064812.184747,7303383770.938638,7837825731.564595,7872824954.928872
inventoryPercentOfCurrentAssets,1.5,1.5251047805103064,1.605658224243122,1.5723332197383624,1.5759345652417271,1.7697367430122521,1.7517662030461865,1.8258459427346592,1.9594564328911486,1.968206238732218
currentAssets,24000000000.0,24401676488.164906,25690531587.889957,25157331515.8138,25214953043.867638,28315787888.196037,28028259248.738987,29213535083.75455,31351302926.25838,31491299819.71549
currentAssetsPercentOfTotaltAssets,2.4000000000000004,2.440167648816491,2.569053158788996,2.5157331515813803,2.521495304386764,2.8315787888196042,2.802825924873899,2.921353508375456,3.135130292625839,3.1491299819715497
propertyPlantEquipment,18000000000.0,18301257366.123676,19267898690.917465,18867998636.860348,18911214782.900726,21236840916.147026,21021194436.554237,21910151312.81591,23513477194.693783,23618474864.786613
propertyPlantEquipmentPercentOfTotaltAssets,1.7999999999999998,1.8301257366123675,1.9267898690917464,1.8867998636860348,1.8911214782900727,2.123684091614703,2.102119443655424,2.1910151312815915,2.351347719469379,2.361847486478662
intangibleAssets,6000000000.0,6100419122.041226,6422632896.972489,6289332878.95345,6303738260.966909,7078946972.049009,7007064812.184747,7303383770.938638,7837825731.564595,7872824954.928872
intangibleAssetsPercentOfTotaltAssets,0.6000000000000001,0.6100419122041227,0.642263289697249,0.6289332878953451,0.630373826096691,0.7078946972049011,0.7007064812184748,0.730338377093864,0.7837825731564597,0.7872824954928874
goodwill,6000000000.0,6100419122.041226,6422632896.972489,6289332878.95345,6303738260.966909,7078946972.049009,7007064812.184747,7303383770.938638,7837825731.564595,7872824954.928872
goodwillPercentOfTotaltAssets,0.6000000000000001,0.6100419122041227,0.642263289697249,0.6289332878953451,0.630373826096691,0.7078946972049011,0.7007064812184748,0.730338377093864,0.7837825731564597,0.7872824954928874
longtermReceivables,6000000000.0,6100419122.041226,6422632896.972489,6289332878.95345,6303738260.966909,7078946972.049009,7007064812.184747,7303383770.938638,7837825731.564595,7872824954.928872
longtermReceivablesPercentOfTotaltAssets,0.6000000000000001,0.6100419122041227,0.642263289697249,0.6289332878953451,0.630373826096691,0.7078946972049011,0.7007064812184748,0.730338377093864,0.7837825731564597,0.7872824954928874
totalAssets,60000000000.0,61004191220.41226,64226328969.72489,62893328789.5345,63037382609.6691,70789469720.4901,70070648121.84747,73033837709.38638,78378257315.64597,78728249549.28874
shorttermBorrowing,6000000000.0,6100419122.041226,6422632896.972489,6289332878.95345,6303738260.966909,7078946972.049009,7007064812.184747,7303383770.938638,7837825731.564595,7872824954.928872
shorttermBorrowingPercentOfCurrentLiabilities,0.6000000000000001,0.6100419122041227,0.642263289697249,0.6289332878953451,0.630373826096691,0.7078946972049011,0.7007064812184748,0.730338377093864,0.7837825731564597,0.7872824954928874
accountsPayable,9000000000.0,9150628683.061838,9633949345.458733,9433999318.430174,9455607391.450363,10618420458.073513,10510597218.277119,10955075656.407955,11756738597.346891,11809237432.393307
accountsPayablePercentOfCurrentLiabilities,3.0,3.050209561020613,3.211316448486244,3.1446664394767248,3.1518691304834543,3.5394734860245043,3.503532406092373,3.6516918854693183,3.918912865782297,3.936412477464436
accuredExpenses,9000000000.0,9150628683.061838,9633949345.458733,9433999318.430174,9455607391.450363,10618420458.073513,10510597218.277119,10955075656.407955,11756738597.346891,11809237432.393307
