DataFieldName,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
cash,3000000000.0,3033389307.7554574,3306634316.7557616,3180758360.958358,3333426503.392873,3333457184.9122806,3274583857.341506,3401343579.455271,3899157671.8288584,4039660042.421968
cashPercentOfCurrentAssets,0.75,0.7583473269388643,0.8266585791889404,0.7951895902395894,0.8333566258482181,0.83336429622807,0.8186459643353764,0.8503358948638177,0.9747894179572145,1.009915010605492
receivables,3000000000.0,3033389307.7554574,3306634316.7557616,3180758360.958358,3333426503.392873,3333457184.9122806,3274583857.341506,3401343579.455271,3899157671.8288584,4039660042.421968
receivablesPercentOfCurrentAssets,0.75,0.7583473269388643,0.8266585791889404,0.7951895902395894,0.8333566258482181,0.83336429622807,0.8186459643353764,0.8503358948638177,0.9747894179572145,1.009915010605492
prepaidExpenses,3000000000.0,3033389307.7554574,3306634316.7557616,3180758360.958358,3333426503.392873,3333457184.9122806,3274583857.341506,3401343579.455271,3899157671.8288584,4039660042.421968
prepaidExpensesPercentOfCurrentAssets,0.75,0.7583473269388643,0.8266585791889404,0.7951895902395894,0.8333566258482181,0.83336429622807,0.8186459643353764,0.8503358948638177,0.9747894179572145,1.009915010605492
inventory,3000000000.0,3033389307.7554574,3306634316.7557616,3180758360.958358,3333426503.392873,3333457184.9122806,3274583857.341506,3401343579.455271,3899157671.8288584,4039660042.421968
inventoryPercentOfCurrentAssets,0.75,0.7583473269388643,0.8266585791889404,0.7951895902395894,0.8333566258482181,0.83336429622807,0.8186459643353764,0.8503358948638177,0.9747894179572145,1.009915010605492
currentAssets,12000000000.0,12133557231.02183,13226537267.023046,12723033443.833431,13333706013.571491,13333828739.649122,13098335429.366024,13605374317.821083,15596630687.315434,16158640169.687872
currentAssetsPercentOfTotaltAssets,1.2000000000000002,1.213355723102183,1.3226537267023046,1.2723033443833431,1.3333706013571491,1.333382873964912,1.3098335429366024,1.3605374317821084,1.5596630687315434,1.6158640169687872
propertyPlantEquipment,9000000000.0,9100167923.26637,9919902950.267284,9542275082.875072,10000279510.178617,10000371554.73684,9823751572.024515,10204030738.36581,11697473015.486572,12118980127.265902
propertyPlantEquipmentPercentOfTotaltAssets,0.8999999999999999,0.9100167923266371,0.9919902950267284,0.9542275082875072,1.0000279510178618,1.000037155473684,0.9823751572024516,1.020403073836581,1.1697473015486572,1.2118980127265901
intangibleAssets,3000000000.0,3033389307.7554574,3306634316.7557616,3180758360.958358,3333426503.392873,3333457184.9122806,3274583857.341506,3401343579.455271,3899157671.8288584,4039660042.421968
intangibleAssetsPercentOfTotaltAssets,0.30000000000000004,0.30333893077554575,0.33066343167557616,0.3180758360958358,0.3333426503392873,0.333345718491228,0.3274583857341506,0.3401343579455271,0.38991576718288584,0.4039660042421968
goodwill,3000000000.0,3033389307.7554574,3306634316.7557616,3180758360.958358,3333426503.392873,3333457184.9122806,3274583857.341506,3401343579.455271,3899157671.8288584,4039660042.421968
goodwillPercentOfTotaltAssets,0.30000000000000004,0.30333893077554575,0.33066343167557616,0.3180758360958358,0.3333426503392873,0.333345718491228,0.3274583857341506,0.3401343579455271,0.38991576718288584,0.4039660042421968
